Date,Workout,Exercise,Weight,Sets,Reps
2016-01-06,5x5 A,Overhead Press ,65,5,5
2016-01-06,5x5 A,Deadlift,180,1,5
2016-01-14,5x5 A,Squats,165,5,5
2016-01-14,5x5 A,Overhead Press ,70,5,5
2016-01-14,5x5 A,Deadlift,195,1,5
2016-01-18,5x5 B,Squats,165,5,5
2016-01-18,5x5 B,Bench Press,115,5,5
2016-01-18,5x5 B,Bent Over Row,115,5,5
2016-01-20,5x5 A,Squats,155,5,5
2016-01-20,5x5 A,Overhead Press ,65,5,5
2016-01-20,5x5 A,Deadlift,195,1,5
2016-01-25,5x5 B,Squats,165,5,5
2016-01-25,5x5 B,Bench Press,115,5,5
2016-01-25,5x5 B,Bent Over Row,115,5,5
2016-01-27,5x5 B,Squats,170,5,5
2016-01-27,5x5 B,Overhead Press ,75,5,5
2016-01-27,5x5 B,Deadlift,205,1,5
2016-01-29,5x5 A,Squats,175,5,5
2016-01-29,5x5 A,Bench Press,115,5,5
2016-01-29,5x5 A,Bent Over Row,120,5,5
2016-02-01,5x5 B,Squats,175,5,5
2016-02-01,5x5 B,Overhead Press ,75,5,5
2016-02-01,5x5 B,Deadlift,215,1,5
2016-02-03,5x5 B,Squats,175,5,5
2016-02-03,5x5 B,Bench Press,120,5,5
2016-02-03,5x5 B,Bent Over Row,125,5,5
2016-02-05,5x5 B,Squats,175,5,5
2016-02-05,5x5 B,Overhead Press ,75,5,5
2016-02-05,5x5 B,Deadlift,225,1,5
2016-02-08,5x5 A,Squats,175,5,5
2016-02-08,5x5 A,Bench Press,125,5,5
2016-02-08,5x5 A,Bent Over Row,125,5,5
2016-02-12,5x5 B,Squats,175,5,5
2016-02-12,5x5 B,Overhead Press ,75,5,5
2016-02-12,5x5 B,Deadlift,225,1,5
2016-02-17,5x5 B,Squats,165,5,5
2016-02-17,5x5 B,Bench Press,115,5,5
2016-02-17,5x5 B,Bent Over Row,115,5,5
2016-02-22,5x5 B,Squats,175,5,5
2016-02-22,5x5 B,Overhead Press ,75,5,5
2016-02-22,5x5 B,Deadlift,225,1,5
2016-02-24,5x5 A,Squats,175,5,5
2016-02-24,5x5 A,Bench Press,120,5,5
2016-02-24,5x5 A,Bent Over Row,120,5,5
2016-03-02,5x5 B,Squats,170,5,5
2016-03-02,5x5 B,Overhead Press ,75,5,5
2016-03-02,5x5 B,Deadlift,225,1,5
2016-03-04,5x5 B,Squats,175,5,5
2016-03-04,5x5 B,Bench Press,115,5,5
2016-03-04,5x5 B,Bent Over Row,120,5,5
2016-03-07,5x5 B,Squats,175,5,5
2016-03-07,5x5 B,Overhead Press ,75,5,5
2016-03-07,5x5 B,Deadlift,225,1,5
2016-03-09,5x5 A,Squats,165,5,5
2016-03-09,5x5 A,Bench Press,120,5,5
2016-03-09,5x5 A,Bent Over Row,120,5,5
2016-03-14,5x5 B,Squats,165,5,5
2016-03-14,5x5 B,Overhead Press ,65,5,5
2016-03-14,5x5 B,Deadlift,225,1,5
2016-03-16,5x5 B,Squats,170,5,5
2016-03-16,5x5 B,Bench Press,120,5,5
2016-03-16,5x5 B,Bent Over Row,125,5,5
2016-03-21,5x5 A,Squats,170,5,5
2016-03-21,5x5 A,Overhead Press ,75,5,5
2016-03-21,5x5 A,Deadlift,225,1,5
2016-03-30,5x5 B,Squats,175,5,5
2016-03-30,5x5 B,Bench Press,125,5,5
2016-03-30,5x5 B,Bent Over Row,125,5,5
2016-03-31,5x5 B,Squats,165,5,5
2016-03-31,5x5 B,Overhead Press ,5,5,5
2016-03-31,5x5 B,Deadlift,225,1,5
2016-04-01,5x5 B,Squats,170,5,5
2016-04-01,5x5 B,Bench Press,120,5,5
2016-04-01,5x5 B,Bent Over Row,120,5,5
2016-04-06,5x5 A,Squats,175,5,5
2016-04-06,5x5 A,Overhead Press ,75,5,5
2016-04-06,5x5 A,Deadlift,225,1,5
2016-04-10,5x5 B,Squats,155,5,5
2016-04-10,5x5 B,Bench Press,120,5,5
2016-04-10,5x5 B,Bent Over Row,120,5,5
2016-04-12,5x5 B,Squats,165,5,5
2016-04-12,5x5 B,Overhead Press ,75,5,5
2016-04-12,5x5 B,Deadlift,225,1,5
2016-04-14,5x5 B,Squats,155,5,5
2016-04-14,5x5 B,Bench Press,125,5,5
2016-04-14,5x5 B,Bent Over Row,120,5,5
2016-04-27,5x5 A,Squats,155,5,5
2016-04-27,5x5 A,Overhead Press ,75,5,5
2016-04-27,5x5 A,Deadlift,200,1,5
2016-04-28,5x5 B,Squats,160,5,5
2016-04-28,5x5 B,Bench Press,115,5,5
2016-04-28,5x5 B,Bent Over Row,115,5,5
2016-05-04,5x5 B,Squats,165,5,5
2016-05-04,5x5 B,Overhead Press ,70,5,5
2016-05-04,5x5 B,Deadlift,205,1,5
2016-05-11,5x5 B,Squats,165,5,5
2016-05-11,5x5 B,Overhead Press ,70,5,5
2016-05-11,5x5 B,Deadlift,225,1,5
2016-05-16,5x5 A,Squats,170,5,5
2016-05-16,5x5 A,Bench Press,125,5,5
2016-05-16,5x5 A,Bent Over Row,125,5,5
2016-05-18,5x5 A,Squats,165,5,5
2016-05-18,5x5 A,Bench Press,120,5,5
2016-05-18,5x5 A,Bent Over Row,120,5,5
2016-05-19,5x5 B,Squats,170,5,5
2016-05-19,5x5 B,Overhead Press ,75,5,5
2016-05-19,5x5 B,Deadlift,230,1,5
2016-05-23,5x5 A,Squats,175,5,5
2016-05-23,5x5 A,Bench Press,125,5,5
2016-05-23,5x5 A,Bent Over Row,125,5,5
2016-05-25,5x5 B,Squats,175,5,5
2016-05-25,5x5 B,Overhead Press ,75,5,5
2016-05-25,5x5 B,Deadlift,235,1,5
2016-05-30,5x5 B,Squats,175,5,5
2016-05-30,5x5 B,Bench Press,125,5,5
2016-05-30,5x5 B,Bent Over Row,125,5,5
2016-06-02,5x5 B,Squats,180,5,5
2016-06-02,5x5 B,Overhead Press ,75,5,5
2016-06-02,5x5 B,Deadlift,240,1,5
2016-06-06,5x5 A,Squats,180,5,5
2016-06-06,5x5 A,Bench Press,125,5,5
2016-06-06,5x5 A,Bent Over Row,125,5,5
2016-06-08,5x5 B,Squats,185,5,5
2016-06-08,5x5 B,Overhead Press ,75,5,5
2016-06-08,5x5 B,Deadlift,250,1,5
2016-06-10,5x5 A,Squats,180,5,5
2016-06-10,5x5 A,Bench Press,125,5,5
2016-06-10,5x5 A,Bent Over Row,125,5,5
2016-06-13,5x5 B,Squats,180,5,5
2016-06-13,5x5 B,Overhead Press ,75,5,5
2016-06-13,5x5 B,Deadlift,230,1,5
2016-06-15,5x5 A,Squats,185,5,5
2016-06-15,5x5 A,Bench Press,125,5,5
2016-06-15,5x5 A,Bent Over Row,125,5,5
2016-06-18,5x5 B,Squats,165,5,5
2016-06-18,5x5 B,Overhead Press ,75,5,5
2016-06-18,5x5 B,Deadlift,240,1,5
2016-06-21,5x5 A,Squats,180,5,5
2016-06-21,5x5 A,Bench Press,125,5,5
2016-06-21,5x5 A,Bent Over Row,130,5,5
2016-06-23,5x5 B,Squats,180,5,5
2016-06-23,5x5 B,Overhead Press ,75,5,5
2016-06-23,5x5 B,Deadlift,230,1,5
2016-06-26,5x5 A,Squats,180,5,5
2016-06-26,5x5 A,Bench Press,125,5,5
2016-06-26,5x5 A,Bent Over Row,130,5,5
2016-06-28,5x5 B,Squats,180,5,5
2016-06-28,5x5 B,Overhead Press ,75,5,5
2016-06-28,5x5 B,Deadlift,240,1,5
2016-07-02,5x5 A,Squats,180,5,5
2016-07-02,5x5 A,Bench Press,125,5,5
2016-07-02,5x5 A,Bent Over Row,130,5,5
2016-07-05,5x5 B,Squats,180,5,5
2016-07-05,5x5 B,Overhead Press ,75,5,5
2016-07-05,5x5 B,Deadlift,250,1,5
2016-07-09,5x5 A,Squats,180,5,5
2016-07-09,5x5 A,Bench Press,125,5,5
2016-07-09,5x5 A,Bent Over Row,130,5,5
2016-07-12,5x5 B,Squats,180,5,5
2016-07-12,5x5 B,Overhead Press ,75,5,5
2016-07-12,5x5 B,Deadlift,250,1,5
2016-07-16,5x5 A,Squats,180,5,5
2016-07-16,5x5 A,Bench Press,125,5,5
2016-07-16,5x5 A,Bent Over Row,130,5,5
2016-07-18,5x5 B,Squats,180,5,5
2016-07-18,5x5 B,Overhead Press ,75,5,5
2016-07-18,5x5 B,Deadlift,255,1,5
2016-07-20,5x5 A,Squats,180,5,5
2016-07-20,5x5 A,Bench Press,125,5,5
2016-07-20,5x5 A,Bent Over Row,130,5,5
2016-07-22,5x5 B,Squats,180,5,5
2016-07-22,5x5 B,Overhead Press ,75,5,5
2016-07-22,5x5 B,Deadlift,205,1,5
2016-07-29,5x5 A,Squats,180,5,5
2016-07-29,5x5 A,Bench Press,125,5,5
2016-07-29,5x5 A,Bent Over Row,130,5,5
2016-08-02,5x5 B,Squats,180,5,5
2016-08-02,5x5 B,Overhead Press ,75,5,5
2016-08-02,5x5 B,Deadlift,255,1,5
2016-08-06,5x5 A,Squats,180,5,5
2016-08-06,5x5 A,Bench Press,125,5,5
2016-08-06,5x5 A,Bent Over Row,130,5,5
2016-08-08,5x5 B,Squats,185,5,5
2016-08-08,5x5 B,Overhead Press ,75,5,5
2016-08-08,5x5 B,Deadlift,255,1,5
2016-08-10,5x5 A,Squats,185,5,5
2016-08-10,5x5 A,Bench Press,125,5,5
2016-08-10,5x5 A,Bent Over Row,130,5,5
2016-08-13,5x5 B,Squats,185,5,5
2016-08-13,5x5 B,Overhead Press ,75,5,5
2016-08-13,5x5 B,Deadlift,255,1,5
2016-08-15,5x5 A,Squats,185,5,5
2016-08-15,5x5 A,Bench Press,125,5,5
2016-08-15,5x5 A,Bent Over Row,130,5,5
2016-08-20,5x5 B,Squats,195,5,5
2016-08-20,5x5 B,Overhead Press ,75,5,5
2016-08-20,5x5 B,Deadlift,255,1,5
2016-08-30,5x5 A,Squats,180,5,5
2016-08-30,5x5 A,Bench Press,125,5,5
2016-08-30,5x5 A,Bent Over Row,130,5,5
2016-06-06,5x5 B,Squats,185,5,5
2016-06-06,5x5 B,Overhead Press ,75,5,5
2016-06-06,5x5 B,Deadlift,230,1,5
2016-06-14,5x5 A,Squats,180,5,5
2016-06-14,5x5 A,Bench Press,120,5,5
2016-06-14,5x5 A,Bent Over Row,130,5,5
2016-06-24,5x5 B,Squats,180,5,5
2016-06-24,5x5 B,Overhead Press ,70,5,5
2016-06-24,5x5 B,Deadlift,230,1,5
2016-06-28,5x5 A,Squats,185,5,5
2016-06-28,5x5 A,Bench Press,120,5,5
2016-06-28,5x5 A,Bent Over Row,120,5,5
2016-10-03,5x5 B,Squats,180,5,5
2016-10-03,5x5 B,Overhead Press ,70,5,5
2016-10-03,5x5 B,Deadlift,250,1,5
2016-10-11,5x5 A,Squats,180,5,5
2016-10-11,5x5 A,Bench Press,115,5,5
2016-10-11,5x5 A,Bent Over Row,125,5,5
2016-10-17,5x5 B,Squats,185,5,5
2016-10-17,5x5 B,Overhead Press ,70,5,5
2016-10-17,5x5 B,Deadlift,225,1,5
2016-10-24,5x5 A,Squats,185,5,5
2016-10-24,5x5 A,Bench Press,120,5,5
2016-10-24,5x5 A,Bent Over Row,130,5,5
2016-10-27,5x5 B,Squats,185,5,5
2016-10-27,5x5 B,Overhead Press ,70,5,5
2016-10-27,5x5 B,Deadlift,225,1,5
